date,CBBTCUSD,CBETHUSD,DBAA,DCOILWTICO,OVXCLS,SP500,T10YIE,VIXCLS
2019-05-14,7990.92,217.44,4.66,61.82,32.13,2834.41,1.86,18.06
2019-05-15,8203.32,249.0,4.63,62.03,29.26,2850.96,1.83,16.44
2019-05-16,7878.96,264.5,4.64,62.93,29.42,2876.32,1.84,15.29
2019-05-17,7363.69,244.59,4.63,62.77,29.44,2859.53,1.81,15.96
2019-05-20,7999.54,252.22,4.65,63.12,27.63,2840.23,1.81,16.31
2019-05-21,7951.7,254.74,4.66,63.02,26.93,2864.36,1.83,14.95
2019-05-22,7626.48,243.32,4.65,61.42,28.19,2856.27,1.79,14.75
2019-05-23,7881.98,245.64,4.59,57.65,33.79,2822.24,1.73,16.92
2019-05-24,7994.88,249.45,4.63,58.4,33.19,2826.06,1.76,15.85
2019-05-28,8686.5,270.52,4.58,58.91,34.36,2802.39,1.73,17.5
2019-05-29,8660.5,269.23,4.58,58.84,36.43,2783.02,1.75,17.9
2019-05-30,8273.57,253.76,4.55,56.47,39.62,2788.86,1.74,17.3
2019-05-31,8550.18,267.84,4.51,53.49,46.91,2752.06,1.74,18.71
2019-06-03,8015.01,246.0,4.49,53.25,46.78,2744.45,1.73,18.86
2019-06-04,7688.26,241.47,4.54,53.5,43.46,2803.27,1.74,16.97
2019-06-05,7766.91,245.73,4.57,51.57,45.19,2826.15,1.75,16.09
2019-06-06,7812.15,250.22,4.56,52.59,40.66,2843.49,1.73,15.93
2019-06-07,7992.17,249.31,4.51,53.95,38.75,2873.34,1.74,16.3
2019-06-10,8046.13,248.39,4.54,53.33,39.12,2886.73,1.73,15.94
2019-06-11,7918.2,245.47,4.53,53.3,38.69,2885.72,1.72,15.99
2019-06-12,8169.01,263.29,4.54,51.13,43.06,2879.84,1.71,15.91
2019-06-13,8256.0,256.35,4.52,52.38,41.56,2891.64,1.68,15.82
2019-06-14,8693.98,263.67,4.51,52.47,42.89,2886.98,1.63,15.28
2019-06-17,9346.47,274.16,4.5,51.94,46.15,2889.67,1.61,15.35
2019-06-18,9089.99,264.48,4.46,53.86,43.43,2917.75,1.64,15.15
2019-06-19,9283.99,268.99,4.44,53.74,40.79,2926.46,1.67,14.33
2019-06-20,9542.6,272.36,4.39,56.88,41.66,2954.18,1.74,14.75
2019-06-21,10175.88,295.3,4.42,57.35,42.13,2950.46,1.73,15.4
2019-06-24,11040.03,311.4,4.35,57.73,41.0,2945.35,1.71,15.26
2019-06-25,11736.99,316.26,4.34,57.63,40.26,2917.38,1.67,16.28
2019-06-26,12902.52,334.7,4.37,59.17,38.45,2913.78,1.7,16.21
2019-06-27,11127.4,293.88,4.32,59.18,37.84,2924.92,1.68,15.82
2019-06-28,12317.73,309.1,4.31,58.2,39.46,2941.76,1.69,15.08
2019-07-01,10570.62,293.76,4.32,58.91,35.92,2964.33,1.69,14.06
2019-07-02,10885.01,292.29,4.27,56.0,37.77,2973.01,1.65,12.93
2019-07-03,12022.61,303.24,4.22,57.06,36.72,2995.82,1.65,12.57
2019-07-08,12298.31,313.21,4.28,57.35,34.0,2975.95,1.7,13.96
2019-07-09,12559.46,307.51,4.29,57.57,30.3,2979.63,1.71,14.09
2019-07-10,12083.13,288.21,4.32,60.28,30.76,2993.07,1.74,13.03
2019-07-11,11323.95,268.46,4.38,59.93,29.86,2999.91,1.77,12.93
2019-07-12,11811.99,275.69,4.37,59.99,30.39,3013.77,1.77,12.39
2019-07-15,10855.56,229.05,4.34,59.3,30.83,3014.3,1.77,12.68
2019-07-16,9436.0,199.04,4.36,57.44,32.06,3004.04,1.8,12.86
2019-07-17,9708.55,211.32,4.3,56.5,34.94,2984.42,1.75,13.97
2019-07-18,10654.25,226.43,4.31,55.08,33.07,2995.11,1.79,13.53
2019-07-19,10548.04,221.99,4.31,55.42,34.84,2976.61,1.8,14.45
2019-07-22,10304.64,216.6,4.29,55.87,33.63,2985.03,1.79,13.53
2019-07-23,9833.19,212.0,4.31,56.58,32.25,3005.47,1.81,12.61
2019-07-24,9751.24,215.64,4.2,55.9,32.86,3019.56,1.79,12.07
2019-07-25,9880.67,219.15,4.22,55.88,31.95,3003.67,1.8,12.74
2019-07-26,9841.96,219.26,4.21,56.04,32.29,3025.86,1.78,12.16
2019-07-29,9503.32,210.77,4.19,56.85,31.63,3020.97,1.77,12.83
2019-07-30,9580.0,209.72,4.2,58.04,30.07,3013.18,1.78,13.94
2019-07-31,10099.0,218.86,4.15,58.53,30.77,2980.38,1.76,16.12
2019-08-01,10417.24,217.66,4.07,53.64,36.43,2953.56,1.7,17.87
2019-08-02,10533.07,217.89,4.04,55.67,35.56,2932.05,1.66,17.61
2019-08-05,11775.14,232.65,3.99,54.63,37.04,2844.74,1.6,24.59
2019-08-06,11440.08,225.7,3.98,53.6,36.43,2881.77,1.62,20.17
2019-08-07,12014.41,226.47,3.94,51.14,38.1,2883.98,1.62,19.49
2019-08-08,12017.89,220.97,3.97,52.6,35.98,2938.09,1.65,16.91
2019-08-09,11889.0,210.84,3.97,54.41,35.14,2918.65,1.66,17.97
2019-08-12,11387.38,211.03,3.88,54.98,34.43,2883.75,1.61,21.09
2019-08-13,10855.58,208.38,3.9,57.05,33.19,2926.32,1.63,17.52
2019-08-14,10105.34,187.49,3.82,55.16,35.83,2840.6,1.57,22.1
2019-08-15,10280.96,188.0,3.79,54.51,36.2,2847.6,1.54,21.18
2019-08-16,10368.83,185.56,3.81,54.83,35.02,2888.68,1.54,18.47
2019-08-19,10935.67,202.46,3.89,56.24,32.99,2923.65,1.56,16.88
2019-08-20,10770.99,196.65,3.85,56.18,32.34,2900.51,1.53,17.5
2019-08-21,10137.75,189.74,3.84,55.65,32.39,2924.43,1.54,15.8
2019-08-22,10088.89,189.71,3.87,55.33,32.39,2922.95,1.55,16.68
2019-08-23,10415.01,194.56,3.79,54.08,35.2,2847.11,1.54,19.87
2019-08-26,10373.75,188.26,3.81,53.54,35.42,2878.38,1.54,19.32
2019-08-27,10170.16,187.0,3.75,54.99,33.73,2869.16,1.55,20.31
2019-08-28,9710.38,172.66,3.73,55.76,32.72,2887.94,1.55,19.35
2019-08-29,9525.0,169.64,3.77,56.67,31.82,2924.58,1.59,17.88
2019-08-30,9580.6,168.37,3.76,55.07,32.16,2926.46,1.55,18.98
2019-09-03,10628.46,178.76,3.75,53.91,35.73,2906.27,1.5,19.66
2019-09-04,10585.67,174.84,3.76,56.22,34.56,2937.78,1.51,17.33
2019-09-05,10574.27,174.0,3.85,56.33,33.5,2976.0,1.56,16.27
2019-09-06,10318.8,169.49,3.81,56.45,33.21,2978.71,1.54,15.0
2019-09-09,10310.01,180.72,3.86,57.88,33.28,2978.43,1.57,15.27
2019-09-10,10090.01,179.58,3.94,57.37,33.55,2979.39,1.6,15.2
2019-09-11,10169.49,178.31,3.97,55.66,34.94,3000.93,1.6,14.61
2019-09-12,10437.19,181.17,4.01,55.13,35.58,3009.57,1.63,14.22
2019-09-13,10381.91,181.91,4.11,54.76,35.48,3007.39,1.67,13.74
2019-09-16,10268.77,197.94,4.04,63.1,48.58,2997.96,1.67,14.67
2019-09-17,10185.14,208.11,4.02,59.26,44.89,3005.7,1.66,14.44
2019-09-18,10155.26,210.25,3.98,58.19,40.44,3006.73,1.59,13.95
2019-09-19,10304.94,221.69,3.96,58.19,41.15,3006.79,1.61,14.05
2019-09-20,10168.44,218.11,3.93,57.92,38.99,2992.07,1.61,15.32
2019-09-23,9683.89,200.77,3.89,58.69,39.06,2991.78,1.61,14.91
2019-09-24,8556.43,167.07,3.84,57.22,38.74,2966.6,1.58,17.05
2019-09-25,8446.57,170.28,3.93,56.38,38.37,2984.87,1.6,15.96
2019-09-26,8063.0,165.86,3.88,56.24,37.52,2977.62,1.57,16.07
2019-09-27,8193.98,174.29,3.88,55.95,38.9,2961.79,1.53,17.22
2019-09-30,8305.14,181.6,3.88,54.09,38.75,2976.74,1.53,16.24
2019-10-01,8323.43,176.25,3.87,53.6,38.88,2940.25,1.52,18.56
2019-10-02,8396.0,181.21,3.86,52.67,39.62,2887.61,1.5,20.56
2019-10-03,8241.25,175.17,3.83,52.41,40.4,2910.63,1.48,19.12
2019-10-04,8159.71,175.82,3.81,52.84,39.31,2952.01,1.5,17.04
2019-10-07,8224.82,180.65,3.84,52.76,39.42,2938.79,1.51,17.86
2019-10-08,8186.73,180.95,3.84,52.64,39.49,2893.06,1.48,20.28
2019-10-09,8600.0,193.41,3.88,52.63,38.0,2919.4,1.49,18.64
2019-10-10,8589.01,192.04,3.94,53.57,39.52,2938.13,1.52,17.57
2019-10-11,8263.64,180.85,3.98,54.76,39.65,2970.27,1.56,15.58
2019-10-15,8156.52,180.49,3.98,52.81,39.47,2995.68,1.56,13.54
2019-10-16,7993.0,174.5,3.97,53.42,39.47,2989.69,1.57,13.68
2019-10-17,8077.0,177.38,3.97,53.89,37.71,2997.95,1.59,13.79
2019-10-18,7954.16,173.27,3.97,53.75,36.43,2986.2,1.6,14.25
2019-10-21,8214.58,174.34,3.99,53.28,36.66,3006.72,1.61,14.0
2019-10-22,8008.04,171.08,3.95,54.21,35.52,2995.99,1.61,14.46
2019-10-23,7473.42,162.35,3.95,55.9,35.66,3004.52,1.61,14.01
2019-10-24,7439.29,160.68,3.94,56.11,35.95,3010.29,1.62,13.71
2019-10-25,8704.85,182.27,3.96,56.52,34.64,3022.55,1.65,12.65
2019-10-28,9221.96,181.87,4.01,55.6,35.64,3039.42,1.64,13.11
2019-10-29,9431.27,190.93,3.99,55.34,35.7,3036.89,1.61,13.2
2019-10-30,9175.77,183.63,3.95,54.85,34.36,3046.77,1.57,12.33
2019-10-31,9146.75,182.06,3.87,54.02,35.84,3037.56,1.54,13.22
2019-11-01,9268.0,183.55,3.89,56.04,34.37,3066.91,1.59,12.3
2019-11-04,9414.0,186.12,3.95,56.33,35.63,3078.27,1.64,12.83
2019-11-05,9314.99,188.7,4.01,57.04,33.77,3074.62,1.68,13.1
2019-11-06,9343.11,191.41,3.95,56.15,33.22,3076.78,1.66,12.62
2019-11-07,9196.71,186.53,4.05,56.91,31.45,3085.18,1.69,12.73
2019-11-08,8758.69,183.44,4.05,57.02,31.45,3093.08,1.71,12.07
2019-11-12,8823.65,186.99,4.02,56.67,33.74,3091.84,1.7,12.68
2019-11-13,8765.61,188.0,3.99,56.88,35.15,3094.04,1.66,13.0
2019-11-14,8630.01,184.69,3.95,56.57,33.94,3096.63,1.62,13.05
2019-11-15,8460.0,180.03,3.97,57.54,32.42,3120.46,1.63,12.05
2019-11-18,8160.73,177.65,3.95,56.82,33.68,3122.03,1.63,12.46
2019-11-19,8123.36,175.62,3.92,54.93,32.94,3120.18,1.63,12.86
2019-11-20,8082.96,174.25,3.89,56.71,32.2,3108.46,1.6,12.78
2019-11-21,7618.76,160.84,3.92,58.36,31.59,3103.54,1.63,13.13
2019-11-22,7296.45,150.32,3.91,57.68,32.38,3110.29,1.62,12.34
2019-11-25,7125.0,146.12,3.89,57.79,31.9,3133.64,1.62,11.87
2019-11-26,7155.0,147.57,3.85,58.25,31.25,3140.52,1.62,11.54
2019-11-27,7539.4,153.42,3.86,58.12,30.82,3153.63,1.63,11.75
2019-11-29,7751.29,154.62,3.86,58.12,36.73,3140.98,1.61,12.62
2019-12-02,7315.09,149.09,3.94,55.97,34.97,3113.87,1.65,14.91
2019-12-03,7296.0,147.3,3.83,56.15,35.05,3093.2,1.63,15.96
2019-12-04,7185.57,145.43,3.88,58.46,32.21,3112.76,1.66,14.8
2019-12-05,7388.75,148.2,3.89,58.42,30.41,3117.43,1.67,14.52
2019-12-06,7560.76,149.0,3.91,59.2,30.02,3145.91,1.69,13.62
2019-12-09,7332.69,147.34,3.88,58.99,30.02,3135.96,1.69,15.86
2019-12-10,7215.69,145.55,3.86,59.22,27.94,3132.52,1.71,15.68
2019-12-11,7275.17,143.93,3.83,58.74,27.81,3141.63,1.69,14.99
2019-12-12,7194.19,144.82,3.92,59.18,27.44,3168.57,1.72,13.94
2019-12-13,7249.25,144.69,3.84,60.11,26.76,3168.8,1.7,12.63
2019-12-16,6877.04,132.39,3.89,60.21,26.51,3191.45,1.73,12.14
2019-12-17,6618.62,121.91,3.88,60.88,26.33,3192.52,1.75,12.29
2019-12-18,7309.12,133.49,3.9,60.93,26.77,3191.14,1.76,12.58
2019-12-19,7153.99,128.48,3.88,61.3,24.8,3205.37,1.77,12.5
2019-12-20,7189.87,128.37,3.88,60.43,25.54,3221.22,1.77,12.51
2019-12-23,7318.18,127.91,3.89,60.51,25.11,3224.01,1.75,12.61
2019-12-24,7259.87,127.64,3.87,61.17,25.46,3223.38,1.75,12.67
2019-12-26,7195.0,125.38,3.87,61.72,24.08,3239.91,1.74,12.65
2019-12-27,7247.35,126.11,3.84,61.76,25.16,3240.02,1.73,13.43
2019-12-30,7191.0,130.78,3.87,61.66,25.86,3221.29,1.75,14.82
2019-12-31,7158.01,128.41,3.9,61.14,28.3,3230.78,1.77,13.78
2020-01-02,6945.01,126.8,3.86,61.17,28.75,3257.85,1.8,12.47
2020-01-03,7335.54,134.2,3.79,63.0,31.92,3234.85,1.77,14.02
2020-01-06,7773.48,144.28,3.83,63.27,32.32,3246.28,1.75,13.85
2020-01-07,8169.95,143.13,3.86,62.7,31.8,3237.18,1.74,13.79
2020-01-08,8035.08,140.54,3.92,59.65,32.6,3253.05,1.75,13.45
2020-01-09,7813.78,137.74,3.88,59.56,33.22,3274.7,1.74,12.54
2020-01-10,8183.89,144.5,3.82,59.02,30.38,3265.35,1.76,12.56
2020-01-13,8109.62,143.51,3.84,58.17,34.25,3288.13,1.77,12.32
2020-01-14,8757.18,163.66,3.81,58.34,33.62,3283.15,1.77,12.39
2020-01-15,8831.86,166.56,3.8,57.86,33.38,3289.29,1.75,12.42
2020-01-16,8727.22,164.59,3.81,58.52,29.79,3316.81,1.74,12.32
2020-01-17,8875.81,169.28,3.82,58.55,28.6,3329.62,1.75,12.1
2020-01-21,8730.0,169.59,3.75,58.25,27.66,3320.79,1.74,12.85
2020-01-22,8665.0,167.71,3.74,56.76,30.7,3321.75,1.72,12.91
2020-01-23,8386.63,162.6,3.72,55.51,31.95,3325.54,1.7,12.98
2020-01-24,8424.96,162.35,3.68,54.09,34.55,3295.47,1.68,14.56
2020-01-27,8903.24,169.9,3.65,53.09,37.72,3243.63,1.63,18.23
2020-01-28,9417.64,176.23,3.69,53.33,36.42,3276.24,1.65,16.28
2020-01-29,9270.0,172.7,3.65,53.29,35.73,3273.4,1.64,16.39
2020-01-30,9493.61,184.73,3.65,52.19,37.49,3283.66,1.64,15.49
2020-01-31,9343.28,179.62,3.64,51.58,40.35,3225.52,1.65,18.84
2020-02-03,9282.29,189.4,3.64,50.06,41.81,3248.92,1.63,17.97
2020-02-04,9158.57,188.19,3.7,49.59,39.44,3297.59,1.64,16.05
2020-02-05,9623.44,204.04,3.73,50.87,37.88,3334.69,1.66,15.15
2020-02-06,9765.96,213.11,3.7,50.94,36.44,3345.78,1.67,14.96
2020-02-07,9804.98,223.22,3.64,50.34,37.51,3327.71,1.66,15.47
2020-02-10,9854.5,223.1,3.62,49.59,39.01,3352.09,1.66,15.04
2020-02-11,10279.99,238.39,3.64,50.0,37.52,3357.75,1.65,15.18
2020-02-12,10344.01,265.92,3.68,51.13,35.58,3379.45,1.66,13.74
2020-02-13,10239.57,268.89,3.66,51.41,35.84,3373.94,1.67,14.15
2020-02-14,10380.0,286.8,3.63,52.03,35.93,3380.16,1.66,13.68
2020-02-18,10191.51,282.98,3.6,52.1,33.47,3370.29,1.65,14.83
2020-02-19,9591.54,257.27,3.61,53.31,32.27,3386.15,1.65,14.38
2020-02-20,9610.05,257.37,3.57,53.77,33.16,3373.23,1.63,15.56
2020-02-21,9697.01,265.41,3.55,53.36,35.87,3337.75,1.61,17.08
2020-02-24,9668.08,265.99,3.51,51.36,39.53,3225.89,1.59,25.03
2020-02-25,9301.01,245.2,3.52,49.78,42.5,3128.21,1.53,27.85
2020-02-26,8776.01,222.53,3.53,48.67,43.4,3116.39,1.54,27.56
2020-02-27,8816.71,228.18,3.57,47.17,49.42,2978.76,1.53,39.16
2020-02-28,8713.16,227.64,3.51,44.83,51.25,2954.22,1.41,40.11
2020-03-02,8923.52,231.89,3.54,46.78,48.33,3090.23,1.41,33.42
2020-03-03,8769.67,223.77,3.5,47.27,50.8,3003.37,1.45,36.82
2020-03-04,8765.0,224.9,3.49,46.78,50.59,3130.12,1.46,31.99
2020-03-05,9053.56,228.21,3.44,45.9,52.58,3023.94,1.4,39.62
2020-03-06,9162.98,246.5,3.29,41.14,65.02,2972.37,1.31,41.94
2020-03-09,7945.03,203.59,3.47,31.05,115.92,2746.56,0.99,54.46
2020-03-10,7887.01,200.65,3.69,34.47,92.93,2882.23,1.0,47.3
2020-03-11,7957.02,195.13,3.81,33.13,105.25,2741.38,0.96,53.9
2020-03-12,4980.0,111.04,4.08,31.56,123.45,2480.64,0.92,75.47
2020-03-13,5592.77,134.69,4.24,31.72,118.48,2711.02,0.9,57.83
2020-03-16,5074.2,111.97,4.11,28.96,128.5,2386.13,0.73,82.69
2020-03-17,5361.77,116.59,4.51,26.96,133.32,2529.19,0.63,75.91
2020-03-18,5426.71,119.15,4.99,20.48,166.79,2398.1,0.63,76.45
2020-03-19,6219.99,137.43,5.13,25.09,164.06,2409.39,0.5,72.0
2020-03-20,6215.4,133.51,5.15,19.48,190.08,2304.92,0.75,66.04
2020-03-23,6583.38,137.28,5.07,23.33,185.68,2237.4,0.8,61.59
2020-03-24,6742.21,138.68,5.03,21.03,170.86,2447.33,0.97,61.67
2020-03-25,6752.83,137.1,5.01,20.75,144.03,2475.56,1.07,63.95
2020-03-26,6772.2,139.24,4.87,16.6,150.06,2630.07,1.07,61.0
2020-03-27,6320.46,130.07,4.7,15.48,175.88,2541.47,0.94,65.54
2020-03-30,6401.26,132.15,4.59,14.1,174.22,2626.65,0.95,57.08
2020-03-31,6434.73,133.29,4.63,20.51,170.55,2584.59,0.87,53.54
2020-04-01,6719.39,137.66,4.59,20.28,158.98,2470.5,0.91,57.06
2020-04-02,6789.84,141.07,4.55,25.18,162.65,2526.9,1.03,50.91
2020-04-03,6727.99,141.15,4.54,28.36,141.68,2488.65,1.08,46.8
2020-04-06,7320.07,171.01,4.58,26.21,144.19,2663.68,1.14,45.24
2020-04-07,7204.58,164.64,4.54,23.54,139.13,2659.41,1.17,46.7
2020-04-08,7343.65,172.75,4.52,24.97,141.46,2749.98,1.19,43.35
2020-04-09,7294.69,169.8,4.34,22.9,129.88,2789.82,1.23,41.67
2020-04-13,6871.0,157.36,4.17,22.36,114.44,2761.63,1.26,41.17
2020-04-14,6865.72,157.95,4.12,20.15,115.48,2846.06,1.29,37.76
2020-04-15,6576.76,151.38,3.96,19.96,120.38,2783.36,1.19,40.84
2020-04-16,7123.29,172.87,3.89,19.82,115.1,2799.55,1.03,40.11
2020-04-17,7055.22,171.85,3.92,18.31,95.91,2874.56,1.01,38.15
2020-04-20,6832.57,170.16,3.91,-36.98,226.13,2823.16,0.94,43.83
2020-04-21,6845.0,170.63,3.87,8.91,325.15,2736.56,0.96,45.41
2020-04-22,7143.99,183.3,3.93,13.64,236.8,2799.31,1.06,41.98
2020-04-23,7479.06,185.31,3.87,15.06,211.0,2797.8,1.05,41.38
2020-04-24,7514.64,187.55,3.85,15.99,173.53,2836.74,1.11,35.93
2020-04-27,7773.0,196.59,3.91,12.17,185.47,2878.48,1.17,33.29
2020-04-28,7774.39,197.49,3.87,12.4,198.77,2863.39,1.14,33.57
2020-04-29,8789.1,215.27,3.87,15.04,195.59,2939.51,1.14,31.23
2020-04-30,8652.3,206.88,3.87,19.23,104.98,2912.43,1.07,34.15
2020-05-01,8813.9,211.39,3.89,19.72,110.18,2830.71,1.06,37.19
2020-05-04,8900.29,207.22,3.92,20.47,97.42,2842.74,1.07,35.97
2020-05-05,9037.69,205.79,3.94,24.56,97.27,2868.44,1.1,33.61
2020-05-06,9132.24,198.29,4.03,23.88,115.39,2848.42,1.1,34.12
2020-05-07,10007.56,212.69,3.97,23.68,110.62,2881.19,1.08,31.44
2020-05-08,9790.23,211.65,4.06,24.73,98.7,2929.8,1.12,27.98
2020-05-11,8557.37,185.79,4.14,24.02,109.72,2930.32,1.13,27.57
2020-05-12,8809.14,189.56,4.09,25.76,86.86,2870.12,1.09,33.04
2020-05-13,9335.84,200.16,4.07,25.37,82.83,2820.0,1.07,35.28
2020-05-14,9815.22,203.86,4.04,27.4,80.05,2852.5,1.06,32.61
2020-05-15,9331.18,194.72,4.05,29.44,76.39,2863.7,1.09,31.89
2020-05-18,9733.21,214.89,4.11,31.83,76.14,2953.91,1.17,29.3
2020-05-19,9783.91,214.41,4.0,32.3,73.22,2922.94,1.15,30.53
2020-05-20,9497.76,209.71,3.92,33.56,73.62,2971.61,1.16,27.99
2020-05-21,9039.12,198.1,3.86,34.3,89.06,2948.51,1.14,29.53
2020-05-22,9173.23,207.59,3.84,33.49,84.98,2955.45,1.12,28.16
2020-05-26,8836.77,201.04,3.83,34.7,75.47,2991.77,1.13,28.01
2020-05-27,9200.0,208.16,3.79,32.8,73.89,3036.13,1.14,27.62
2020-05-28,9593.72,221.45,3.8,33.67,72.98,3029.73,1.18,28.59
2020-05-29,9426.87,220.98,3.73,35.57,69.23,3044.31,1.15,27.51
2020-06-01,10212.38,248.68,3.76,35.49,64.38,3055.73,1.18,28.23
2020-06-02,9509.35,237.36,3.76,36.88,64.71,3080.82,1.18,26.84
2020-06-03,9672.67,244.76,3.79,37.33,65.73,3122.87,1.21,25.66
2020-06-04,9799.57,243.23,3.81,37.42,65.13,3112.35,1.22,25.81
2020-06-05,9568.95,239.09,3.77,39.49,64.2,3193.93,1.27,24.52
2020-06-08,9833.94,247.76,3.69,38.17,67.24,3232.39,1.28,25.81
2020-06-09,9778.6,244.13,3.64,38.98,67.76,3207.18,1.26,27.57
2020-06-10,9899.18,248.41,3.61,39.54,63.06,3190.14,1.27,27.57
2020-06-11,9258.7,229.65,3.57,36.43,69.96,3002.1,1.21,40.79
2020-06-12,9466.77,237.75,3.62,36.24,70.22,3041.31,1.21,36.09
2020-06-15,9437.23,231.05,3.64,37.07,68.11,3066.59,1.23,34.4
2020-06-16,9534.8,235.54,3.64,38.26,66.63,3124.74,1.27,33.67
2020-06-17,9460.53,233.64,3.61,37.91,61.45,3113.49,1.26,33.47
2020-06-18,9368.15,230.85,3.57,38.79,61.35,3115.34,1.28,32.94
2020-06-19,9285.54,228.49,3.57,39.72,58.73,3097.74,1.3,35.12
2020-06-22,9700.91,243.67,3.57,40.6,56.76,3117.86,1.34,31.77
2020-06-23,9623.74,243.3,3.59,40.4,58.83,3131.29,1.38,31.37
2020-06-24,9284.1,234.58,3.58,37.91,64.96,3050.33,1.33,33.84
2020-06-25,9232.84,232.01,3.6,38.66,62.69,3083.76,1.33,32.22
2020-06-26,9157.22,229.53,3.56,38.53,63.69,3009.05,1.32,34.73
2020-06-29,9191.05,228.28,3.58,39.67,60.04,3053.24,1.34,31.78
2020-06-30,9129.47,225.24,3.59,39.27,57.66,3100.29,1.34,30.43
2020-07-01,9239.09,231.13,3.58,39.88,53.43,3115.86,1.37,28.62
2020-07-02,9088.54,226.39,3.55,40.57,51.29,3130.01,1.41,27.68
2020-07-06,9331.69,241.49,3.52,40.51,50.73,3179.72,1.45,27.94
2020-07-07,9263.56,239.68,3.46,40.59,51.39,3145.32,1.43,29.43
2020-07-08,9436.01,246.89,3.44,40.91,48.85,3169.94,1.42,28.08
2020-07-09,9230.48,242.09,3.35,39.64,53.77,3152.05,1.39,29.26
2020-07-10,9298.16,241.42,3.39,40.56,49.71,3185.04,1.41,27.29
2020-07-13,9230.14,239.21,3.38,40.06,53.41,3155.22,1.42,32.19
2020-07-14,9258.34,240.44,3.34,40.3,53.04,3197.52,1.41,29.52
2020-07-15,9194.51,238.36,3.35,41.2,47.05,3226.56,1.41,27.76
2020-07-16,9130.91,233.54,3.31,40.74,46.12,3215.57,1.41,28.0
2020-07-17,9147.65,232.59,3.32,40.55,40.22,3224.73,1.46,25.68
2020-07-20,9161.13,235.98,3.28,40.83,42.59,3251.84,1.46,24.46
2020-07-21,9396.65,245.76,3.24,41.76,41.1,3257.3,1.48,24.84
2020-07-22,9546.31,264.6,3.21,41.88,41.3,3276.02,1.48,24.32
2020-07-23,9612.05,275.25,3.17,40.99,43.83,3235.66,1.49,26.08
2020-07-24,9553.41,280.07,3.17,41.23,42.35,3215.63,1.51,25.84
2020-07-27,11108.44,323.98,3.18,41.46,41.37,3239.41,1.52,24.74
2020-07-28,10952.85,318.44,3.16,40.89,41.09,3218.44,1.51,25.44
2020-07-29,11100.39,317.82,3.19,41.13,39.58,3258.44,1.53,24.1
2020-07-30,11139.67,336.57,3.15,39.85,42.06,3246.22,1.52,24.76
2020-07-31,11372.76,347.25,3.15,40.1,44.43,3271.12,1.55,24.46
2020-08-03,11235.44,386.68,3.19,40.83,41.56,3294.61,1.58,24.28
2020-08-04,11198.04,390.23,3.14,41.67,40.28,3306.51,1.57,23.76
2020-08-05,11737.59,400.55,3.14,42.25,37.12,3327.77,1.61,22.99
2020-08-06,11766.62,394.95,3.12,41.93,37.59,3349.16,1.63,22.65
2020-08-07,11598.96,379.12,3.14,41.16,37.43,3351.28,1.61,22.21
2020-08-10,11896.19,396.0,3.15,41.94,35.74,3360.47,1.61,22.13
2020-08-11,11387.01,378.45,3.23,41.53,37.5,3333.69,1.63,24.03
2020-08-12,11563.16,386.66,3.24,42.6,34.74,3380.35,1.67,22.28
2020-08-13,11824.99,426.65,3.3,42.26,34.87,3373.43,1.67,22.13
2020-08-14,11785.29,439.26,3.32,42.05,35.1,3372.85,1.65,22.05
2020-08-17,12325.1,431.42,3.33,42.89,32.43,3381.99,1.66,21.35
2020-08-18,11983.52,423.95,3.31,42.89,31.7,3389.78,1.68,21.51
2020-08-19,11764.8,408.66,3.33,42.91,32.85,3374.85,1.67,22.54
2020-08-20,11856.24,416.19,3.3,42.62,32.83,3385.51,1.62,22.72
2020-08-21,11526.32,387.76,3.28,42.32,33.68,3397.16,1.64,22.54
2020-08-24,11762.34,408.47,3.28,42.44,32.25,3431.28,1.67,22.37
2020-08-25,11324.86,382.77,3.32,43.17,33.03,3443.62,1.7,22.03
2020-08-26,11460.01,386.34,3.35,43.21,33.79,3478.73,1.72,23.27
2020-08-27,11341.73,383.56,3.45,42.88,33.74,3484.55,1.73,24.47
2020-08-28,11540.0,395.57,3.45,42.96,32.06,3508.01,1.77,22.96
2020-08-31,11665.93,434.79,3.39,42.61,32.59,3500.31,1.8,26.41
2020-09-01,11911.74,476.15,3.35,42.76,31.74,3526.65,1.76,26.12
2020-09-02,11390.12,439.59,3.3,42.76,35.49,3580.84,1.73,26.57
2020-09-03,10225.82,383.38,3.27,41.39,41.28,3455.06,1.65,33.6
2020-09-08,10123.21,336.67,3.36,36.87,55.9,3331.84,1.68,31.46
2020-09-09,10235.0,351.45,3.4,38.05,49.42,3398.96,1.71,28.81
2020-09-10,10345.95,368.4,3.37,37.25,52.16,3339.19,1.69,29.71
2020-09-11,10399.99,374.02,3.36,37.33,50.13,3340.97,1.65,26.87
2020-09-14,10679.33,377.3,3.34,37.23,49.41,3383.54,1.65,25.85
2020-09-15,10789.8,364.62,3.36,38.29,45.19,3401.2,1.67,25.59
2020-09-16,10953.38,364.78,3.36,40.17,41.13,3385.49,1.68,26.04
2020-09-17,10947.83,389.18,3.34,40.99,38.73,3357.01,1.66,26.46
2020-09-18,10942.2,384.43,3.36,41.09,39.07,3319.47,1.67,25.83
2020-09-21,10425.85,340.8,3.34,39.26,42.89,3281.06,1.62,27.78
2020-09-22,10529.01,343.96,3.34,39.55,41.28,3315.57,1.62,26.86
